TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL
"8472143","Magic","Innistrad Remastered","Abundant Maw","","1","C","Near Mint","0.05","0.03","1.3200","0.0100","1","0","0.0200",""
"8468738","Magic","Innistrad Remastered","Aim High","","185","C","Near Mint","0.06","0.04","1.3200","0.0100","0","0","0.0300",""
"8465868","Magic","Innistrad Remastered","Ancestral Anger","","141","C","Near Mint","0.06","0.06","1.3500","0.0400","0","0","0.0600",""
"8466648","Magic","Innistrad Remastered","Angelic Purge","","9","C","Near Mint","0.07","0.01","1.3200","0.0100","1","0","0.0300",""
"8466888","Magic","Innistrad Remastered","Apothecary Geist","","10","C","Near Mint","0.04","0.01","1.3200","0.0100","1","0","0.0200",""
"8464326","Magic","Innistrad Remastered","Bloodline Keeper (Showcase)","","327","M","Near Mint","3.89","10.95","4.3500","2.8500","0","0","2.8900",""
"8464331","Magic","Innistrad Remastered","Bloodline Keeper (Showcase)","","327","M","Near Mint Foil","3.83","6.86","4.2500","2.9400","0","0","2.5200",""
"8394343","Magic","Innistrad Remastered","Borrowed Hostility","","146","C","Near Mint","0.09","0.03","1.3200","0.0100","1","0","0.0300",""
"8469728","Magic","Innistrad Remastered","Bramble Wurm","","187","C","Near Mint","0.22","0.06","1.3400","0.0300","1","0","0.0500",""
"8468208","Magic","Innistrad Remastered","Cathar Commando","","15","C","Near Mint","0.19","0.11","1.3600","0.0500","1","0","0.0800",""
"8469368","Magic","Innistrad Remastered","Conduit of Storms","","150","C","Near Mint","0.05","0.03","1.3200","0.0100","1","0","0.0200",""
"8475523","Magic","Innistrad Remastered","Crawl from the Cellar","","102","C","Near Mint","0.07","0.04","1.3200","0.0100","1","0","0.0300",""
"8473363","Magic","Innistrad Remastered","Duel for Dominance","","192","C","Near Mint","0.04","0.01","1.3200","0.0100","2","0","0.0300",""
"8477173","Magic","Innistrad Remastered","Eaten Alive","","106","C","Near Mint","0.09","0.08","1.3200","0.0100","1","0","0.0400",""
"8474533","Magic","Innistrad Remastered","Eccentric Farmer","","194","C","Near Mint","0.03","0.03","1.3200","0.0100","1","0","0.0200",""
"8460451","Magic","Innistrad Remastered","Faithless Looting","","151","C","Near Mint","0.36","0.33","1.5300","0.2200","0","0","0.2600",""
"8470268","Magic","Innistrad Remastered","Festival Crasher","","153","C","Near Mint","0.10","0.03","1.3200","0.0100","0","0","0.0200",""
"8470028","Magic","Innistrad Remastered","Gather the Townsfolk","","23","C","Near Mint","0.10","0.04","1.3200","0.0100","1","0","0.0500",""
"8478626","Magic","Innistrad Remastered","Gisa's Bidding","","111","C","Near Mint","0.13","0.04","1.3200","0.0100","0","0","0.0300",""
"8393184","Magic","Innistrad Remastered","Lantern Bearer","","72","C","Near Mint","0.05","0.03","1.3200","0.0100","1","0","0.0200",""
"8471048","Magic","Innistrad Remastered","Lunarch Mantle","","31","C","Near Mint","0.04","0.02","1.3200","0.0100","1","0","0.0300",""
"8471428","Magic","Innistrad Remastered","Lunarch Veteran","","32","C","Near Mint","0.17","0.15","1.4100","0.1000","0","0","0.1300",""
"8473873","Magic","Innistrad Remastered","Makeshift Mauler","","73","C","Near Mint","0.03","0.02","1.3200","0.0100","1","0","0.0200",""
"8477293","Magic","Innistrad Remastered","Necroduality (Retro Frame)","","365","M","Near Mint","4.25","4.18","4.8100","3.5000","0","0","3.7700",""
"8474983","Magic","Innistrad Remastered","Neonate's Rush","","166","C","Near Mint","0.07","0.03","1.3200","0.0100","1","0","0.0300",""
"8477784","Magic","Innistrad Remastered","Reckless Scholar","","81","C","Near Mint","0.06","0.03","1.3200","0.0100","1","0","0.0200",""
"8479376","Magic","Innistrad Remastered","Silent Departure","","84","C","Near Mint","0.06","0.03","1.3200","0.0100","1","0","0.0200",""
"8464696","Magic","Innistrad Remastered","Sorin, Imperious Bloodlord (Retro Frame)","","476","M","Near Mint","2.63","5.60","3.4600","1.9700","0","0","2.4400",""
"8481794","Magic","Innistrad Remastered","Syncopate","","89","C","Near Mint","0.09","0.04","1.3200","0.0100","2","0","0.0300",""
"8393555","Magic","Innistrad Remastered","Think Twice","","92","C","Near Mint","0.06","0.03","1.3200","0.0100","1","0","0.0300",""
"8484107","Magic","Innistrad Remastered","Tragic Slip","","134","C","Near Mint","0.33","0.15","1.4400","0.1300","0","0","0.1400",""
"8486062","Magic","Innistrad Remastered","Village Messenger","","179","C","Near Mint","0.05","0.02","1.3200","0.0100","0","0","0.0200",""
"8484677","Magic","Innistrad Remastered","Village Rites","","137","C","Near Mint","0.37","0.43","1.5500","0.2400","0","0","0.2400",""
"8483927","Magic","Innistrad Remastered","Wild-Field Scarecrow","","274","C","Near Mint","0.06","0.01","1.3300","0.0200","0","0","0.0700",""
"8917409","Magic","Marvel's Spider-Man","Amazing Acrobatics","","25","C","Near Mint","0.22","0.07","1.3200","0.0100","0","0","0.0500",""
"8861920","Magic","Marvel's Spider-Man","Angry Rabble","","75","C","Near Mint","0.04","0.01","1.3200","0.0100","2","0","0.0300",""
"8913048","Magic","Marvel's Spider-Man","Bagel and Schmear","","161","C","Near Mint","0.22","0.05","1.3200","0.0100","0","0","0.0400",""
"8914445","Magic","Marvel's Spider-Man","Common Crook","","53","C","Near Mint","0.12","0.01","1.3200","0.0100","1","0","0.0200",""
"8861187","Magic","Marvel's Spider-Man","Doc Ock's Henchmen","","30","C","Near Mint","0.07","0.01","1.3200","0.0100","6","0","0.0400",""
"8861770","Magic","Marvel's Spider-Man","Eerie Gravestone","","163","C","Near Mint","0.12","0.01","1.3200","0.0100","0","0","0.0300",""
"8912461","Magic","Marvel's Spider-Man","Gallant Citizen","","129","C","Near Mint","0.08","0.01","1.3200","0.0100","3","0","0.0300",""
"8862100","Magic","Marvel's Spider-Man","Grow Extra Arms","","101","C","Near Mint","0.17","0.01","1.3200","0.0100","1","0","0.0400",""
"8862010","Magic","Marvel's Spider-Man","Guy in the Chair","","102","C","Near Mint","0.15","0.01","1.3200","0.0100","2","0","0.0300",""
"8912526","Magic","Marvel's Spider-Man","Hot Dog Cart","","164","C","Near Mint","0.24","0.10","1.3200","0.0100","0","0","0.0500",""
"8916714","Magic","Marvel's Spider-Man","Inner Demons Gangsters","","57","C","Near Mint","0.11","0.01","1.3200","0.0100","4","0","0.0300",""
"8862030","Magic","Marvel's Spider-Man","Kapow!","","103","C","Near Mint","0.18","0.01","1.3200","0.0100","1","0","0.0300",""
"8862020","Magic","Marvel's Spider-Man","Kraven's Cats","","104","C","Near Mint","0.09","0.01","1.3200","0.0100","2","0","0.0300",""
"8862000","Magic","Marvel's Spider-Man","Lurking Lizards","","107","C","Near Mint","0.06","0.01","1.3200","0.0100","2","0","0.0300",""
"8861930","Magic","Marvel's Spider-Man","Masked Meower","","82","C","Near Mint","0.20","0.03","1.3200","0.0100","1","0","0.0400",""
"8861330","Magic","Marvel's Spider-Man","Mechanical Mobster","","168","C","Near Mint","0.06","0.01","1.3200","0.0100","1","0","0.0300",""
"8917649","Magic","Marvel's Spider-Man","Mysterio's Phantasm","","38","C","Near Mint","0.06","0.01","1.3200","0.0100","3","0","0.0300",""
"8913108","Magic","Marvel's Spider-Man","News Helicopter","","169","C","Near Mint","0.04","0.01","1.3200","0.0100","3","0","0.0300",""
"8911406","Magic","Marvel's Spider-Man","Ominous Asylum","","181","L","Near Mint","0.12","0.08","1.3200","0.0100","0","0","0.0400",""
"8861197","Magic","Marvel's Spider-Man","Oscorp Research Team","","40","C","Near Mint","0.04","0.01","1.3200","0.0100","2","0","0.0200",""
"8905870","Magic","Marvel's Spider-Man","Prowler, Clawed Thief","","138","U","Near Mint","0.19","0.07","1.3200","0.0100","2","0","0.0500",""
"8862050","Magic","Marvel's Spider-Man","Scout the City","","113","C","Near Mint","0.11","0.01","1.3200","0.0100","1","0","0.0200",""
"8920314","Magic","Marvel's Spider-Man","Secret Identity","","43","U","Near Mint","0.24","0.13","1.3200","0.0100","0","0","0.0600",""
"8861103","Magic","Marvel's Spider-Man","Selfless Police Captain","","12","C","Near Mint","0.06","0.01","1.3200","0.0100","4","0","0.0300",""
"8861960","Magic","Marvel's Spider-Man","Shock","","88","C","Near Mint","0.20","0.02","1.3200","0.0100","0","0","0.0300",""
"8915527","Magic","Marvel's Spider-Man","Skyward Spider","","146","C","Near Mint","0.18","0.04","1.3200","0.0100","0","0","0.0300",""
"8862120","Magic","Marvel's Spider-Man","SP//dr, Piloted by Peni","","147","U","Near Mint","0.21","0.12","1.3300","0.0200","0","0","0.0700",""
"8861910","Magic","Marvel's Spider-Man","Spider-Gwen, Free Spirit","","90","C","Near Mint","0.17","0.05","1.3200","0.0100","2","0","0.0300",""
"8861855","Magic","Marvel's Spider-Man","Spider-Islanders","","91","C","Near Mint","0.09","0.01","1.3200","0.0100","1","0","0.0300",""
"8862090","Magic","Marvel's Spider-Man","Spider-Man, Brooklyn Visionary","","115","C","Near Mint","0.22","0.05","1.3200","0.0100","0","0","0.0400",""
"8918439","Magic","Marvel's Spider-Man","Spider-Man No More","","45","C","Near Mint","0.18","0.01","1.3200","0.0100","0","0","0.0400",""
"8861062","Magic","Marvel's Spider-Man","Starling, Aerial Ally","","18","C","Near Mint","0.05","0.01","1.3200","0.0100","9","0","0.0300",""
"8911346","Magic","Marvel's Spider-Man","Steel Wrecking Ball","","177","C","Near Mint","0.10","0.01","1.3200","0.0100","6","0","0.0400",""
"8861885","Magic","Marvel's Spider-Man","Stegron the Dinosaur Man","","95","C","Near Mint","0.13","0.01","1.3200","0.0100","2","0","0.0400",""
"8915347","Magic","Marvel's Spider-Man","Suburban Sanctuary","","185","L","Near Mint","0.13","0.05","1.3200","0.0100","1","0","0.0400",""
"8915992","Magic","Marvel's Spider-Man","Swarm, Being of Bees","","69","C","Near Mint","0.20","0.04","1.3200","0.0100","0","0","0.0300",""
"8918289","Magic","Marvel's Spider-Man","University Campus","","186","L","Near Mint","0.15","0.06","1.3200","0.0100","2","0","0.0400",""
"8918294","Magic","Marvel's Spider-Man","University Campus","","186","L","Near Mint Foil","0.14","0.01","1.3200","0.0100","1","0","0.0500",""
"8861269","Magic","Marvel's Spider-Man","Unstable Experiment","","47","C","Near Mint","0.19","0.01","1.3200","0.0100","1","0","0.0300",""
"8861785","Magic","Marvel's Spider-Man","Venom's Hunger","","73","C","Near Mint","0.16","0.01","1.3200","0.0100","3","0","0.0300",""
"8917189","Magic","Marvel's Spider-Man","Venomized Cat","","72","C","Near Mint","0.15","0.01","1.3200","0.0100","2","0","0.0400",""
"8912356","Magic","Marvel's Spider-Man","Vibrant Cityscape","","188","C","Near Mint","0.29","0.18","1.3600","0.0500","0","0","0.2600",""
"8861145","Magic","Marvel's Spider-Man","Web Up","","21","C","Near Mint","0.15","0.01","1.3200","0.0100","2","0","0.0400",""
"7895193","Magic","Media Promos","Saryth, the Viper's Fang","","197","P","Near Mint Foil","0.60","","1.8300","0.4400","0","0","0.5000",""
"7647","Magic","Mirrodin","Seat of the Synod","","283","C","Near Mint","0.96","","2.0000","0.6900","1","0","0.9800",""
"372953","Magic","Mirrodin","Seat of the Synod","","283","C","Lightly Played","0.68","","1.9600","0.6500","3","0","0.6700",""
"7790732","Magic","Modern Horizons 3","Psychic Frog (Retro Frame)","","433","R","Near Mint","7.59","9.98","6.8000","5.5000","0","0","7.2800",""
"7900707","Magic","Modern Horizons 3","Ugin's Labyrinth","","233","M","Near Mint","12.70","14.21","13.3000","11.9800","0","0","10.5400",""
"7929009","Magic","Modern Horizons 3","Witch Enchanter","","239","U","Near Mint","3.13","3.41","4.1700","2.8600","0","0","3.6100",""
"7707682","Magic","Murders at Karlov Manor","Make Your Move","","22","C","Near Mint","0.10","0.01","1.3200","0.0100","2","0","0.0500",""
"6966059","Magic","Phyrexia: All Will Be One","Bladed Ambassador (Showcase)","","285","U","Near Mint","0.07","0.01","1.3200","0.0100","0","0","0.0400",""
"6945730","Magic","Phyrexia: All Will Be One","Bonepicker Skirge","","86","C","Near Mint","0.06","0.01","1.3200","0.0100","0","0","0.0200",""
"6945815","Magic","Phyrexia: All Will Be One","Bonepicker Skirge (Showcase)","","290","C","Near Mint","0.06","0.01","1.3200","0.0100","1","0","0.0300",""
"6949404","Magic","Phyrexia: All Will Be One","Quicksilver Fisher (Showcase)","","287","C","Near Mint","0.15","0.01","1.3200","0.0100","1","0","0.0700",""
"6941609","Magic","Phyrexia: All Will Be One","Sinew Dancer (Showcase)","","286","C","Near Mint","0.11","0.01","1.3200","0.0100","0","0","0.0500",""
"6949789","Magic","Phyrexia: All Will Be One","Urabrask's Anointer (Showcase)","","293","U","Near Mint","0.08","0.01","1.3200","0.0100","0","0","0.0300",""
"8764107","Magic","Prerelease Cards","The Earth Crystal","","184","R","Near Mint Foil","14.02","","17.1900","14.7000","0","0","13.5000",""
"4773456","Magic","Promo Pack: Kaldheim","Tyrite Sanctum","","272","R","Near Mint","2.43","","10.7700","4.5200","0","0","3.5000",""
"3569764","Magic","Rivals of Ixalan","Mountain","","195","L","Near Mint","1.45","","1.9000","0.5900","2","0","1.4100",""
"9006005","Magic","Secret Lair Drop Series","Secret Lair x Avatar: The Last Airbender: A Lot To Learn - Non-Foil Edition","","","","Unopened","32.35","","39.9500","38.9500","0","0","33.8100",""
"9005940","Magic","Secret Lair Drop Series","Secret Lair x Avatar: The Last Airbender: Everything Changed - Non-Foil Edition","","","","Unopened","36.32","","43.6900","42.6900","0","0","39.3300",""
"9005931","Magic","Secret Lair Drop Series","Secret Lair x Avatar: The Last Airbender: My Cabbages! - Non-Foil Edition","","","","Unopened","52.35","","50.8900","50.8900","1","0","54.2700",""
"9006107","Magic","Secret Lair Drop Series","Secret Lair x Avatar: The Last Airbender: One with the Elements - Non-Foil Edition","","","","Unopened","34.60","","39.7500","38.7500","0","0","37.8900",""
"9006230","Magic","Secret Lair Drop Series","Secret Lair x Avatar: The Last Airbender: The Ember Island Players - Non-Foil Edition","","","","Unopened","33.62","","39.9900","30.0000","0","0","32.7900",""
"8628225","Magic","Tarkir: Dragonstorm","Abzan Devotee","","68","C","Near Mint","0.07","0.01","1.3200","0.0100","1","0","0.0300",""
"8615879","Magic","Tarkir: Dragonstorm","Agent of Kotis","","36","C","Near Mint","0.05","0.01","1.3200","0.0100","1","0","0.0200",""
"8647355","Magic","Tarkir: Dragonstorm","Aggressive Negotiations","","70","C","Near Mint","0.06","0.01","1.3200","0.0100","4","0","0.0400",""
"8633728","Magic","Tarkir: Dragonstorm","Alesha's Legacy","","72","C","Near Mint","0.15","0.01","1.3200","0.0100","2","0","0.0400",""
"8646755","Magic","Tarkir: Dragonstorm","Arashin Sunshield","","3","C","Near Mint","0.04","0.01","1.3200","0.0100","2","0","0.0300",""
"8614689","Magic","Tarkir: Dragonstorm","Bloodfell Caves","","250","L","Near Mint","0.13","0.06","1.3400","0.0300","0","0","0.0400",""
"8618893","Magic","Tarkir: Dragonstorm","Boulderborn Dragon","","239","C","Near Mint","0.12","0.01","","","1","0","0.0500",""
"8614329","Magic","Tarkir: Dragonstorm","Caustic Exhale","","74","C","Near Mint","0.06","0.01","1.3200","0.0100","4","0","0.0200",""
"8628830","Magic","Tarkir: Dragonstorm","Coordinated Maneuver","","6","C","Near Mint","0.09","0.01","1.3200","0.0100","1","0","0.0300",""
"8649155","Magic","Tarkir: Dragonstorm","Defibrillating Current","","177","U","Near Mint","0.06","0.01","1.3200","0.0100","1","0","0.0300",""
"8645434","Magic","Tarkir: Dragonstorm","Delta Bloodflies","","77","C","Near Mint","0.06","0.01","1.3200","0.0100","2","0","0.0300",""
"8616963","Magic","Tarkir: Dragonstorm","Devoted Duelist","","104","C","Near Mint","0.07","0.01","1.3200","0.0100","1","0","0.0400",""
"8614809","Magic","Tarkir: Dragonstorm","Dismal Backwater","","254","L","Near Mint","0.23","0.01","1.3300","0.0200","0","0","0.0500",""
"8614989","Magic","Tarkir: Dragonstorm","Dragonback Lancer","","9","C","Near Mint","0.17","0.01","1.3200","0.0100","1","0","0.0400",""
"8617477","Magic","Tarkir: Dragonstorm","Dusyut Earthcarver","","141","C","Near Mint","0.02","0.01","1.3200","0.0100","2","0","0.0300",""
"8624626","Magic","Tarkir: Dragonstorm","Embermouth Sentinel","","242","C","Near Mint","0.08","0.01","1.3200","0.0100","2","0","0.0300",""
"8633908","Magic","Tarkir: Dragonstorm","Feral Deathgorger","","80","C","Near Mint","0.08","0.01","1.3200","0.0100","3","0","0.0300",""
"8644003","Magic","Tarkir: Dragonstorm","Fire-Rim Form","","107","C","Near Mint","0.07","0.01","1.3200","0.0100","2","0","0.0400",""
"8648130","Magic","Tarkir: Dragonstorm","Focus the Mind","","45","C","Near Mint","0.19","0.01","1.3200","0.0100","1","0","0.0600",""
"8628080","Magic","Tarkir: Dragonstorm","Heritage Reclamation","","145","C","Near Mint","0.31","0.25","","","0","0","0.1500",""
"8645204","Magic","Tarkir: Dragonstorm","Highspire Bell-Ringer","","47","C","Near Mint","0.10","0.01","1.3200","0.0100","3","0","0.0300",""
"8647890","Magic","Tarkir: Dragonstorm","Iceridge Serpent","","49","C","Near Mint","0.06","0.01","1.3200","0.0100","1","0","0.0400",""
"8618953","Magic","Tarkir: Dragonstorm","Jade-Cast Sentinel","","243","C","Near Mint","0.12","0.01","1.3200","0.0100","2","0","0.0800",""
"8628530","Magic","Tarkir: Dragonstorm","Jeskai Devotee","","110","C","Near Mint","0.04","0.01","1.3200","0.0100","1","0","0.0200",""
"8614929","Magic","Tarkir: Dragonstorm","Jungle Hollow","","258","L","Near Mint","0.22","0.04","1.3400","0.0300","0","0","0.0500",""
"8648790","Magic","Tarkir: Dragonstorm","Karakyk Guardian","","198","U","Near Mint","0.10","0.01","1.3200","0.0100","0","0","0.0400",""
"8647415","Magic","Tarkir: Dragonstorm","Kin-Tree Nurturer","","83","C","Near Mint","0.07","0.01","1.3200","0.0100","1","0","0.0400",""
"8644183","Magic","Tarkir: Dragonstorm","Krotiq Nestguard","","148","C","Near Mint","0.05","0.01","1.3200","0.0100","3","0","0.0200",""
"8629070","Magic","Tarkir: Dragonstorm","Mardu Devotee","","16","C","Near Mint","0.15","0.01","","","0","0","0.0400",""
"8644063","Magic","Tarkir: Dragonstorm","Meticulous Artisan","","112","C","Near Mint","0.08","0.01","1.3200","0.0100","4","0","0.0200",""
"8644123","Magic","Tarkir: Dragonstorm","Molten Exhale","","113","C","Near Mint","0.07","0.01","1.3200","0.0100","2","0","0.0400",""
"8634989","Magic","Tarkir: Dragonstorm","Narset's Rebuke","","114","C","Near Mint","0.05","0.01","1.3200","0.0100","1","0","0.0200",""
"8648490","Magic","Tarkir: Dragonstorm","Nightblade Brigade","","85","C","Near Mint","0.12","0.01","1.3200","0.0100","0","0","0.0400",""
"8643403","Magic","Tarkir: Dragonstorm","Osseous Exhale","","17","C","Near Mint","0.06","0.01","1.3200","0.0100","0","0","0.0300",""
"8644245","Magic","Tarkir: Dragonstorm","Piercing Exhale","","151","C","Near Mint","0.16","0.01","1.3200","0.0100","2","0","0.0200",""
"8646875","Magic","Tarkir: Dragonstorm","Poised Practitioner","","18","C","Near Mint","0.03","0.01","1.3200","0.0100","5","0","0.0200",""
"8632998","Magic","Tarkir: Dragonstorm","Rebellious Strike","","20","C","Near Mint","0.12","0.01","1.3200","0.0100","0","0","0.0200",""
"8617948","Magic","Tarkir: Dragonstorm","Reigning Victor","","216","C","Near Mint","0.12","0.01","1.3200","0.0100","0","0","0.0800",""
"8651435","Magic","Tarkir: Dragonstorm","Reputable Merchant","","217","C","Near Mint","0.03","0.01","1.3200","0.0100","4","0","0.0200",""
"8649515","Magic","Tarkir: Dragonstorm","Rescue Leopard","","116","C","Near Mint","0.10","0.01","","","1","0","0.0400",""
"8629130","Magic","Tarkir: Dragonstorm","Riling Dawnbreaker","","21","C","Near Mint","0.06","0.01","1.3200","0.0100","0","0","0.0400",""
"8616239","Magic","Tarkir: Dragonstorm","Ringing Strike Mastery","","53","C","Near Mint","0.06","0.01","1.3200","0.0100","3","0","0.0300",""
"8615049","Magic","Tarkir: Dragonstorm","Rugged Highlands","","265","L","Near Mint","0.15","0.01","1.3300","0.0200","0","0","0.0500",""
"8651375","Magic","Tarkir: Dragonstorm","Sagu Pummeler","","156","C","Near Mint","0.03","0.01","1.3200","0.0100","3","0","0.0300",""
"8624026","Magic","Tarkir: Dragonstorm","Sagu Wildling","","157","C","Near Mint","0.17","0.10","1.3400","0.0300","0","0","0.0500",""
"8615169","Magic","Tarkir: Dragonstorm","Salt Road Packbeast","","23","C","Near Mint","0.13","0.02","","","0","0","0.0300",""
"8619795","Magic","Tarkir: Dragonstorm","Sarkhan's Resolve","","158","C","Near Mint","0.11","0.01","","","2","0","0.4500",""
"8615109","Magic","Tarkir: Dragonstorm","Scoured Barrens","","267","L","Near Mint","0.16","0.04","1.3300","0.0200","0","0","0.0300",""
"8617043","Magic","Tarkir: Dragonstorm","Seize Opportunity","","119","C","Near Mint","0.13","0.01","1.3200","0.0100","1","0","0.0400",""
"8628590","Magic","Tarkir: Dragonstorm","Shock Brigade","","120","C","Near Mint","0.17","0.02","1.3200","0.0100","0","0","0.0200",""
"8647710","Magic","Tarkir: Dragonstorm","Sibsig Appraiser","","56","C","Near Mint","0.05","0.01","1.3200","0.0100","2","0","0.0300",""
"8635580","Magic","Tarkir: Dragonstorm","Snakeskin Veil","","159","C","Near Mint","0.21","0.09","1.3600","0.0500","0","0","0.0800",""
"8623246","Magic","Tarkir: Dragonstorm","Snowmelt Stag","","57","C","Near Mint","0.06","0.01","1.3200","0.0100","4","0","0.0300",""
"8634508","Magic","Tarkir: Dragonstorm","Sonic Shrieker","","226","U","Near Mint","0.18","0.10","1.3200","0.0100","0","0","0.0700",""
"8605269","Magic","Tarkir: Dragonstorm","Stormplain Detainment","","28","C","Near Mint","0.06","0.01","1.3200","0.0100","2","0","0.0300",""
"8638750","Magic","Tarkir: Dragonstorm","Stormshriek Feral","","124","C","Near Mint","0.14","0.05","1.3200","0.0100","1","0","0.0500",""
"8628155","Magic","Tarkir: Dragonstorm","Sultai Devotee","","160","C","Near Mint","0.04","0.01","1.3200","0.0100","1","0","0.0300",""
"8617266","Magic","Tarkir: Dragonstorm","Summit Intimidator","","125","C","Near Mint","0.03","0.01","1.3200","0.0100","2","0","0.0200",""
"8638170","Magic","Tarkir: Dragonstorm","Sunpearl Kirin","","29","U","Near Mint","0.21","0.01","1.3900","0.0800","0","0","0.1000",""
"8615229","Magic","Tarkir: Dragonstorm","Swiftwater Cliffs","","268","L","Near Mint","0.07","0.01","1.3200","0.0100","0","0","0.0300",""
"8651525","Magic","Tarkir: Dragonstorm","Trade Route Envoy","","163","C","Near Mint","0.06","0.01","1.3200","0.0100","0","0","0.0300",""
"8615429","Magic","Tarkir: Dragonstorm","Tranquil Cove","","270","L","Near Mint","0.16","0.01","1.3200","0.0100","0","0","0.0300",""
"8612639","Magic","Tarkir: Dragonstorm","Ugin, Eye of the Storms","","1","M","Near Mint","35.91","52.79","32.9700","31.9800","0","0","29.3700",""
"8647115","Magic","Tarkir: Dragonstorm","Unburied Earthcarver","","95","C","Near Mint","0.03","0.01","1.3200","0.0100","2","0","0.0200",""
"8628650","Magic","Tarkir: Dragonstorm","Underfoot Underdogs","","129","C","Near Mint","0.12","0.01","1.3200","0.0100","2","0","0.0300",""
"8633468","Magic","Tarkir: Dragonstorm","Unending Whisper","","62","C","Near Mint","0.08","0.01","","","1","0","0.0300",""
"8612819","Magic","Tarkir: Dragonstorm","Voice of Victory","","33","R","Near Mint","21.47","26.19","18.4900","17.5000","0","0","15.7700",""
"8619253","Magic","Tarkir: Dragonstorm","Watcher of the Wayside","","249","C","Near Mint","0.15","0.01","","","0","0","0.0300",""
"8649815","Magic","Tarkir: Dragonstorm","Wild Ride","","132","C","Near Mint","0.22","0.07","1.3200","0.0100","0","0","0.0700",""
"8643643","Magic","Tarkir: Dragonstorm","Wingspan Stride","","66","C","Near Mint","0.13","0.01","1.3200","0.0100","1","0","0.0300",""
"8643883","Magic","Tarkir: Dragonstorm","Worthy Cost","","99","C","Near Mint","0.19","0.01","1.3200","0.0100","0","0","0.0400",""
"7542377","Magic","The Lost Caverns of Ixalan","Abrade","","131","C","Near Mint","0.22","0.16","1.4000","0.0900","0","0","0.1200",""
"25913","Magic","Time Spiral","Ophidian Eye","","70","C","Near Mint","12.22","14.05","11.5100","10.5200","0","0","11.9900",""
"8605651","Magic","Unique and Miscellaneous Promos","Nicol Bolas, Planeswalker","","10","P","Near Mint Foil","0.57","","1.7200","0.4100","0","0","0.5300",""
"7490934","Magic","Universes Beyond: Fallout","Alpha Deathclaw (Showcase)","","336","R","Near Mint","2.71","9.98","3.8000","2.4900","0","0","2.4600",""
"7189963","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Gwaihir the Windlord","","210","U","Near Mint","0.21","0.09","1.3700","0.0600","0","0","0.1000",""
"7167405","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Many Partings","","176","C","Near Mint","0.25","0.12","1.3600","0.0500","0","0","0.1100",""
"7179466","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Many Partings (Borderless)","","445","C","Near Mint","0.23","0.10","1.3200","0.0100","0","0","0.1000",""
"7169470","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Pippin's Bravery","","182","C","Near Mint","0.15","0.04","1.3200","0.0100","0","0","0.0300",""
"8783349","Magic","WPN & Gateway Promos","Zidane, Tantalus Thief","","5","P","Near Mint Foil","0.39","","1.4100","0.1000","0","0","0.3100",""
"8410187","Pokemon Japan","SV8a: Terastal Fest ex","Carmine","","170/187","Common","Near Mint - Japanese","0.07","","1.3200","0.0100","1","0","0.0500",""
"8408777","Pokemon Japan","SV8a: Terastal Fest ex","Dipplin","","009/187","Common","Near Mint - Japanese","0.07","","1.3200","0.0100","1","0","0.0400",""
"8409732","Pokemon Japan","SV8a: Terastal Fest ex","Drakloak","","119/187","Common","Near Mint - Japanese","0.09","","1.3200","0.0100","1","0","0.0500",""
"8409782","Pokemon Japan","SV8a: Terastal Fest ex","Eevee","","125/187","Common","Near Mint - Japanese","0.13","","1.3200","0.0100","0","0","0.0800",""
"8410007","Pokemon Japan","SV8a: Terastal Fest ex","Night Stretcher","","151/187","Common","Near Mint - Japanese","0.44","","1.5100","0.2000","0","0","0.3400",""
"8579375","Pokemon Japan","SV8a: Terastal Fest ex","Noctowl","","128/187","Common","Near Mint Holofoil - Japanese","0.13","","1.3300","0.0200","1","0","0.0800",""
"8579300","Pokemon Japan","SV8a: Terastal Fest ex","Relicanth","","079/187","Common","Near Mint Holofoil - Japanese","0.14","","1.3500","0.0400","1","0","0.1000",""
"8408942","Pokemon Japan","SV8a: Terastal Fest ex","Seaking","","029/187","Common","Near Mint - Japanese","0.10","","1.3500","0.0400","1","0","0.0600",""
"8408962","Pokemon Japan","SV8a: Terastal Fest ex","Vaporeon ex - 031/187","","031/187","Double Rare","Near Mint Holofoil - Japanese","0.74","","1.6600","0.3500","0","0","0.7200",""
"8409532","Pokemon Japan","SV8a: Terastal Fest ex","Zorua","","096/187","Common","Near Mint - Japanese","0.07","","1.3200","0.0100","1","0","0.0300",""
